,idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
16198,2978,82,48,33.0,white,0.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,13.0,10.826922,0.6666667,40.0,65.0,1.3217559
16202,2978,88,48,39.0,white,0.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,16.634615,4.6666665,40.0,71.0,1.7684077
16205,2979,70,50,20.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.7051282,2.6666667,40.0,54.0,1.4059142
16207,2979,72,50,22.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,11.0,4.4102564,0.8333333,32.0,43.0,1.545327
16208,2979,73,50,23.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,5.352564,1.8333334,40.0,49.0,1.2607951
16210,2979,77,50,27.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,6.8910255,5.8333335,40.0,48.0,1.5035775
16211,2979,78,50,28.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,7.9102564,6.8333335,40.0,53.0,1.586838
16212,2979,80,50,30.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,9.756411,8.833333,40.0,96.0,1.3070208
16214,2979,83,50,33.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,11.814103,11.75,40.0,43.0,1.307891
16215,2979,85,50,35.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,4.0,13.73718,0.9166667,40.0,100.0,1.3012357
16217,2979,88,50,38.0,white,0.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,17.102564,3.3333333,40.0,71.0,1.2873545
16220,2980,70,44,25.0,white,0.0,1.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.7692308,1.9166666,40.0,44.0,1.3769265
16221,2980,71,44,26.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.6730769,3.0,40.0,47.0,1.2707356
16222,2980,72,44,27.0,white,1.0,0.0,8.0,0,0.0,0.0,1.0,4.0,6.0,1.0,3.0,4.423077,0.0,40.0,39.0,1.7359855
16225,2981,71,44,26.0,white,1.0,0.0,9.0,0,1.0,0.0,1.0,6.0,8.0,0.0,0.0,2.282051,0.6666667,42.0,38.0,0.5775885
16228,2982,72,43,28.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,7.0641026,0.9166667,36.0,51.0,1.3766114
16232,2984,70,43,26.0,white,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.75,0.75,40.0,39.0,1.5394455
16233,2984,71,43,27.0,white,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.6538463,1.6666666,40.0,47.0,1.3195258
16234,2984,72,43,28.0,white,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,4.519231,2.6666667,40.0,45.0,1.2802194
16237,2984,77,43,33.0,white,0.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,7.480769,4.1666665,40.0,50.0,1.973581
16238,2984,78,43,34.0,white,0.0,0.0,9.0,0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,8.480769,0.5833333,40.0,52.0,1.6821479
16241,2984,83,43,39.0,white,1.0,0.0,9.0,0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,13.25,2.5833333,40.0,52.0,1.8693607
16243,2984,88,43,44.0,white,0.0,0.0,9.0,0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,18.653847,1.4166666,70.0,73.0,2.1829886
16248,2985,83,43,39.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,3.5384617,2.4166667,35.0,52.0,1.4414222
16251,2985,88,43,44.0,white,1.0,0.0,12.0,0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,8.884616,7.8333335,36.0,70.0,1.5997287
16252,2986,70,44,25.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,1.8269231,1.6666666,40.0,56.0,1.6117661
16253,2986,71,44,26.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.8269231,2.6666667,40.0,52.0,1.4634202
16254,2986,72,44,27.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,3.8076923,3.6666667,40.0,51.0,1.4241138
16257,2986,77,44,32.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,12.0,5.6346154,1.3333334,40.0,40.0,1.3212559
16260,2986,82,44,37.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,19.0,9.0,0.9166667,40.0,59.0,0.87546855
16261,2986,83,44,38.0,white,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,26.0,9.5,1.9166666,40.0,26.0,1.281574
16264,2987,77,53,23.0,white,1.0,0.0,12.0,0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,2.5769231,0.5,40.0,26.0,1.5035775
16266,2987,80,53,26.0,white,0.0,0.0,12.0,0,0.0,1.0,1.0,6.0,4.0,0.0,11.0,5.0576925,0.6666667,40.0,86.0,1.9356298
16267,2987,82,53,28.0,white,0.0,0.0,12.0,0,0.0,1.0,1.0,5.0,2.0,0.0,12.0,6.6346154,0.083333336,40.0,82.0,2.1690538
16268,2987,83,53,29.0,white,0.0,0.0,12.0,0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,7.711539,1.1666666,40.0,56.0,1.8082727
16271,2988,87,53,34.0,white,1.0,0.0,18.0,1,1.0,0.0,1.0,11.0,13.0,0.0,0.0,10.903847,2.5,40.0,72.0,2.266836
16272,2988,88,53,35.0,white,1.0,0.0,18.0,1,1.0,0.0,1.0,11.0,13.0,1.0,0.0,11.673078,3.9166667,40.0,40.0,2.2290957
16275,2989,73,51,22.0,white,0.0,1.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,3.25,3.25,38.0,52.0,1.294506
16277,2989,77,51,25.0,white,0.0,1.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,7.1666665,7.1666665,40.0,52.0,1.4627552
16280,2992,77,47,29.0,white,0.0,1.0,16.0,1,1.0,0.0,1.0,11.0,13.0,1.0,0.0,4.5,3.4166667,40.0,52.0,1.9756619
16281,2992,78,47,30.0,white,0.0,1.0,16.0,1,1.0,0.0,1.0,11.0,13.0,0.0,0.0,5.5769234,4.5,50.0,56.0,1.8687893
16284,2993,70,49,20.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,2.4358974,2.4166667,39.0,53.0,1.6704733
16285,2993,71,49,21.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,3.474359,3.4166667,39.0,54.0,1.7210145
16286,2993,72,49,22.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,4.3333335,4.3333335,39.0,24.0,1.7130831
16287,2993,73,49,23.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,5.4166665,5.4166665,39.0,54.0,1.7589694
16290,2995,72,52,19.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,32.0,0.34615386,0.33333334,40.0,18.0,1.3766114
16293,2995,77,52,24.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,2.3269231,1.0,40.0,52.0,1.4662216
16297,2995,83,52,30.0,white,0.0,0.0,12.0,0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,8.076923,1.3333334,40.0,56.0,1.4253852
16299,2996,87,50,36.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,3.224359,0.083333336,40.0,42.0,1.1427732
16300,2998,72,53,18.0,white,0.0,1.0,12.0,0,0.0,0.0,1.0,4.0,6.0,1.0,15.0,0.44230768,0.41666666,40.0,23.0,1.2920542
16302,2998,77,53,23.0,white,1.0,0.0,12.0,0,0.0,1.0,1.0,6.0,4.0,0.0,2.0,2.6730769,1.3333334,40.0,46.0,1.3010528
16303,2998,87,53,33.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,3.6538463,0.33333334,8.0,32.0,1.4304553
16304,2998,88,53,35.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,4.826923,1.75,8.0,61.0,1.4415051
16307,2999,88,51,37.0,white,1.0,0.0,13.0,0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,9.576923,4.8333335,40.0,74.0,2.0858622
16311,3000,72,45,26.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,3.1538463,0.9166667,52.0,40.0,1.6817081
16312,3000,73,45,27.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,4.1923075,2.0,48.0,54.0,1.6566902
16314,3000,77,45,31.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,5.980769,5.9166665,40.0,52.0,1.6969488
16315,3000,78,45,32.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,6.9166665,6.9166665,40.0,25.0,1.7103189
16316,3000,80,45,34.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,8.916667,8.916667,48.0,66.0,1.4762361
16317,3000,82,45,36.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,16.0,11.0,11.0,40.0,82.0,1.7137978
16318,3000,83,45,37.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,19.0,11.916667,11.916667,56.0,31.0,1.8723187
16319,3000,85,45,39.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,6.0,0.0,14.0,13.916667,13.916667,40.0,90.0,1.9051521
16321,3000,88,45,42.0,white,0.0,0.0,12.0,0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,17.346153,17.333334,48.0,70.0,1.6928195
16326,3001,73,46,26.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,11.0,8.0,0.0,1.0,4.8846154,0.9166667,40.0,50.0,1.3430331
16328,3001,77,46,30.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,6.8076925,2.75,37.0,49.0,2.181611
16329,3001,78,46,31.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,7.8076925,3.75,40.0,52.0,2.1919343
16330,3001,80,46,33.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,9.653846,5.8333335,40.0,96.0,2.1798823
16331,3001,82,46,35.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,11.519231,7.8333335,40.0,97.0,2.1644716
16332,3001,83,46,36.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,12.461538,8.75,40.0,49.0,2.1855216
16335,3001,88,46,41.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,17.788462,14.166667,40.0,69.0,2.0471208
16336,3002,77,46,30.0,black,0.0,0.0,18.0,1,1.0,0.0,1.0,11.0,3.0,0.0,12.0,2.75,1.0,15.0,1.0,2.3734927
16338,3002,83,46,36.0,black,0.0,0.0,18.0,1,1.0,0.0,1.0,11.0,1.0,0.0,0.0,7.2115383,1.75,38.0,38.0,2.1570427
16339,3002,85,46,38.0,black,0.0,0.0,18.0,1,1.0,0.0,1.0,11.0,1.0,0.0,0.0,9.134615,3.8333333,38.0,100.0,2.0874736
16340,3003,82,52,29.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,11.0,8.0,0.0,44.0,1.6217949,0.16666667,8.0,54.0,1.2947271
16341,3003,83,52,30.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,9.0,7.0,0.0,18.0,1.7756411,0.9166667,30.0,8.0,1.2089599
16342,3004,71,50,20.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,11.0,6.0,0.0,46.0,0.15384616,0.083333336,40.0,8.0,0.5775885
16343,3004,72,50,21.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,2.0,1.1153846,0.75,40.0,50.0,1.2314292
16346,3004,77,50,26.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,4.4166665,4.4166665,40.0,47.0,1.237874
16347,3004,78,50,27.0,black,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,5.5833335,5.5833335,40.0,59.0,1.3086346
16352,3004,88,50,38.0,black,0.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,14.75641,8.416667,40.0,73.0,1.5750365
16353,3005,70,48,21.0,white,0.0,1.0,14.0,0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,2.102564,2.0,40.0,53.0,1.2517635
16357,3006,70,47,23.0,white,1.0,0.0,13.0,0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,2.4102564,1.9166666,40.0,43.0,1.6878655
16360,3006,77,47,29.0,white,1.0,0.0,13.0,0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,4.6025643,0.9166667,40.0,8.0,1.6158073
16363,3006,87,47,40.0,white,1.0,0.0,13.0,0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,7.5641026,0.0,40.0,40.0,1.5257654
16364,3007,82,52,30.0,white,1.0,0.0,17.0,1,0.0,0.0,1.0,11.0,1.0,0.0,0.0,3.8910255,0.5,40.0,18.0,2.3446856
16365,3007,83,52,31.0,white,1.0,0.0,17.0,1,0.0,0.0,1.0,11.0,1.0,0.0,0.0,4.8910255,1.5,40.0,52.0,2.3045037
16369,3008,71,49,21.0,black,0.0,1.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,3.0,1.4615386,0.6666667,40.0,17.0,1.2707356
16370,3008,72,49,22.0,black,0.0,1.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.3846154,0.083333336,40.0,48.0,1.5315342
16371,3008,73,49,23.0,black,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.3653846,1.0833334,40.0,51.0,1.76589
16373,3008,77,49,27.0,black,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,4.269231,1.0,40.0,39.0,1.7409705
16374,3008,78,49,28.0,black,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,4.8653846,0.5833333,40.0,31.0,1.4326874
16379,3008,88,49,39.0,black,1.0,0.0,9.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,15.0,10.916667,40.0,68.0,1.1442535
16383,3010,80,42,37.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,1.0448718,0.083333336,40.0,3.0,1.6523817
16384,3010,82,42,39.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,5.0,2.8333335,2.0833333,40.0,93.0,1.7509372
16385,3010,83,42,40.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,4.0,6.0,0.0,18.0,3.5064104,3.1666667,40.0,35.0,1.7891945
16387,3011,77,53,23.0,black,1.0,0.0,11.0,0,0.0,1.0,0.0,8.0,3.0,0.0,8.0,2.9294872,0.6666667,60.0,44.0,1.1796916
16394,3013,72,50,21.0,black,1.0,0.0,11.0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.4166667,2.4166667,40.0,41.0,1.773027
16395,3013,73,50,22.0,black,1.0,0.0,11.0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.4166667,3.4166667,40.0,44.0,1.7589694
16397,3013,77,50,26.0,black,1.0,0.0,11.0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,7.3333335,7.3333335,37.0,52.0,1.8888398
16398,3013,78,50,27.0,black,1.0,0.0,11.0,0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,8.416667,8.416667,38.0,55.0,1.8901118
16401,3013,83,50,32.0,black,1.0,0.0,11.0,0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,13.416667,13.416667,38.0,37.0,2.059062
16405,3015,72,50,21.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,2.3653846,2.3333333,40.0,58.0,1.6777167
16406,3015,73,50,22.0,black,1.0,0.0,12.0,0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,3.4615383,3.4166667,40.0,57.0,1.845402
16408,3015,77,50,26.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,7.3333335,7.3333335,40.0,52.0,1.9756619
16409,3015,78,50,27.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,8.333333,8.333333,40.0,51.0,1.9942058
16412,3015,83,50,32.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,13.391026,13.333333,40.0,55.0,2.2723534
16415,3015,88,50,37.0,black,1.0,0.0,12.0,0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,18.75,18.75,40.0,70.0,2.3058004
16418,3016,77,50,26.0,black,1.0,0.0,16.0,1,0.0,1.0,0.0,4.0,1.0,0.0,2.0,3.7115383,3.1666667,38.0,50.0,2.3277524
16422,3016,83,50,32.0,black,1.0,0.0,16.0,1,0.0,1.0,0.0,4.0,3.0,0.0,0.0,8.596154,5.0833335,35.0,53.0,2.723618
16425,3016,88,50,38.0,black,1.0,0.0,16.0,1,0.0,0.0,1.0,4.0,5.0,0.0,0.0,13.942307,10.416667,40.0,70.0,2.688537
16426,3018,73,44,28.0,white,1.0,0.0,11.0,0,1.0,0.0,1.0,11.0,8.0,0.0,4.0,0.9166667,0.9166667,40.0,46.0,1.2607951
16428,3018,77,44,32.0,white,1.0,0.0,11.0,0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,4.9166665,4.9166665,40.0,52.0,1.3212559
16429,3018,78,44,33.0,white,1.0,0.0,11.0,0,1.0,0.0,1.0,12.0,8.0,0.0,0.0,5.9358974,5.9166665,40.0,53.0,1.3813936
16432,3018,83,44,38.0,white,0.0,0.0,11.0,0,1.0,0.0,1.0,11.0,8.0,0.0,0.0,10.73718,1.5833334,35.0,53.0,1.192378
16435,3019,70,45,24.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,2.9615386,1.1666666,40.0,56.0,1.4059142
16437,3019,72,45,26.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,11.0,3.0,0.0,0.0,4.9615383,1.75,35.0,54.0,1.6493165
16440,3019,77,45,31.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,9.0,7.480769,0.33333334,48.0,43.0,1.4381496
16445,3020,77,53,24.0,white,0.0,1.0,16.0,1,0.0,0.0,1.0,10.0,1.0,0.0,0.0,4.326923,1.6666666,40.0,52.0,1.7837311
16447,3020,80,53,26.0,white,0.0,1.0,16.0,1,0.0,0.0,1.0,11.0,13.0,0.0,0.0,6.5384617,2.4166667,40.0,65.0,1.7331051
16449,3020,83,53,30.0,white,0.0,1.0,16.0,1,1.0,0.0,1.0,11.0,13.0,0.0,0.0,9.461538,5.5,40.0,54.0,1.736464
16456,3021,78,52,26.0,black,0.0,0.0,8.0,0,1.0,0.0,1.0,11.0,6.0,0.0,0.0,4.75,4.75,38.0,0.0,1.3813936
16458,3021,82,52,29.0,black,0.0,0.0,8.0,0,1.0,0.0,1.0,11.0,8.0,0.0,0.0,8.288462,1.9166666,40.0,86.0,1.3350009
16461,3022,70,49,20.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,2.5384617,1.5,40.0,54.0,1.428514
16462,3022,71,49,21.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,3.5576923,2.5,40.0,53.0,1.3313606
16463,3022,72,49,22.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,4.480769,3.5833333,40.0,48.0,1.7472422
16464,3022,73,49,23.0,white,1.0,0.0,8.0,0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,5.3653846,4.5,40.0,46.0,1.7931025
16465,3023,78,49,28.0,white,1.0,0.0,18.0,1,1.0,0.0,1.0,11.0,13.0,0.0,0.0,5.019231,0.5,12.0,27.0,2.4135165
16466,3023,85,49,35.0,white,1.0,0.0,18.0,1,1.0,0.0,1.0,3.0,3.0,0.0,0.0,5.230769,0.25,40.0,10.0,1.6820085
16468,3023,88,49,39.0,white,1.0,0.0,18.0,1,1.0,0.0,1.0,11.0,3.0,0.0,0.0,8.634615,2.9166667,40.0,73.0,1.8539296
16471,3024,72,45,27.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,8.0,1.6346154,0.9166667,38.0,45.0,1.3873644
16472,3024,73,45,27.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,2.5192308,1.75,38.0,46.0,1.3271177
16474,3024,77,45,32.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,5.8333335,5.8333335,35.0,52.0,1.3604761
16475,3024,78,45,33.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,6.8333335,6.8333335,35.0,51.0,1.3636942
16476,3024,80,45,34.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,7.0,8.75,8.75,35.0,71.0,1.3317134
16477,3024,82,45,36.0,black,1.0,0.0,13.0,0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,9.480769,0.16666667,36.0,38.0,1.358425
16478,3025,70,51,18.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,7.0,3.0,1.0,2.0,1.25,0.16666667,40.0,50.0,1.597714
16481,3025,73,51,21.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,8.0,0.0,44.0,2.2692308,0.0,40.0,2.0,1.2833949
16483,3025,80,51,28.0,black,0.0,0.0,12.0,0,1.0,0.0,1.0,6.0,8.0,0.0,4.0,2.7884614,0.083333336,40.0,17.0,1.0993812
16484,3025,82,51,30.0,black,0.0,0.0,12.0,0,1.0,0.0,1.0,11.0,8.0,0.0,33.0,4.0384617,0.33333334,36.0,65.0,1.3454719
16486,3025,87,51,35.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,8.0,0.0,18.0,5.6538463,0.0,27.0,84.0,1.0447927
16489,3026,72,52,20.0,black,1.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.25,1.75,42.0,57.0,1.1191
16492,3026,88,52,36.0,black,0.0,0.0,10.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,18.076923,0.0,40.0,69.0,0.9922369
16496,3028,72,46,25.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,2.7307692,1.9166666,40.0,57.0,1.5081134
16497,3028,73,46,26.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,3.6153846,2.8333333,40.0,46.0,1.6293982
16499,3028,77,46,30.0,black,0.0,0.0,12.0,0,1.0,0.0,1.0,4.0,6.0,0.0,5.0,5.0384617,0.33333334,40.0,15.0,1.237874
16501,3028,80,46,33.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,3.0,1.0,0.0,5.8269234,1.4166666,40.0,41.0,1.0799634
16502,3028,82,46,35.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,7.096154,3.4166667,40.0,66.0,0.9321637
16503,3028,83,46,36.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,8.115385,4.4166665,40.0,53.0,1.1323001
16506,3028,88,46,41.0,black,1.0,0.0,12.0,0,1.0,0.0,1.0,11.0,3.0,0.0,0.0,13.442308,9.833333,40.0,69.0,1.0245453
16510,3029,73,44,28.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,3.0192308,0.5833333,43.0,30.0,2.0647168
16511,3029,77,44,32.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,4.5,4.5,43.0,52.0,1.4165661
16512,3029,78,44,33.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,5.5833335,5.5833335,35.0,56.0,1.8292236
16513,3029,80,44,35.0,black,0.0,1.0,12.0,0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,7.5,7.5,35.0,52.0,1.4919431
16514,3030,82,43,38.0,white,0.0,0.0,11.0,0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.28846154,0.25,20.0,15.0,1.4586148
16515,3030,83,43,39.0,white,0.0,0.0,11.0,0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.25,1.25,28.0,49.0,1.4858742
16516,3033,70,51,18.0,white,0.0,1.0,12.0,0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,2.0,2.0,6.0,31.0,0.8462984
16517,3033,71,51,19.0,white,0.0,1.0,12.0,0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,3.0,3.0,12.0,51.0,0.8007324
16521,3035,88,45,42.0,white,1.0,0.0,17.0,1,0.0,1.0,1.0,11.0,13.0,0.0,0.0,7.8653846,7.75,60.0,71.0,1.6612138
16524,3036,88,49,39.0,white,1.0,0.0,18.0,1,0.0,0.0,1.0,11.0,13.0,0.0,0.0,12.788462,8.75,40.0,71.0,2.5477073
16525,3037,83,53,29.0,white,1.0,0.0,18.0,1,0.0,0.0,1.0,11.0,13.0,0.0,0.0,5.2628207,1.4166666,40.0,46.0,1.9014331
16526,3037,85,53,31.0,white,1.0,0.0,18.0,1,0.0,0.0,1.0,11.0,13.0,0.0,0.0,6.0128207,2.0833333,45.0,39.0,1.784367
16530,3038,71,49,21.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.4615384,0.6666667,40.0,34.0,1.5708406
16531,3038,72,49,22.0,white,1.0,0.0,12.0,0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,2.0,1.6666666,40.0,28.0,1.5986733
16534,3038,77,49,27.0,white,0.0,0.0,12.0,0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,4.269231,2.0,50.0,52.0,2.1241536
16536,3038,87,49,37.0,white,1.0,0.0,12.0,0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,5.4615383,0.33333334,20.0,15.0,1.6127769
16540,3039,72,46,25.0,white,1.0,0.0,16.0,1,0.0,1.0,1.0,11.0,1.0,0.0,0.0,3.2692308,1.3333334,40.0,45.0,2.0227234
16541,3039,73,46,26.0,white,1.0,0.0,16.0,1,0.0,1.0,1.0,11.0,1.0,0.0,0.0,4.2884617,2.4166667,40.0,53.0,1.9424477
16543,3039,77,46,30.0,white,1.0,0.0,16.0,1,0.0,1.0,1.0,11.0,13.0,0.0,0.0,5.2884617,1.5833334,8.0,22.0,2.340207
